Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2015-01-02,24.2885799407959,24.75733433246641,23.848705532925308,24.746225733732643,212818400
2015-01-05,23.60433578491211,24.137516414569966,23.417723496745833,24.057539235374563,257142000
2015-01-06,23.606550216674805,23.866475117609923,23.244430968171436,23.668754292631863,263188400
2015-01-07,23.937572479248047,24.037543101651647,23.70430543372708,23.8153846563686,160423600
2015-01-08,24.85730743408203,24.915069102408545,24.148621476140704,24.26636687175016,237458000
2015-01-09,24.883962631225586,25.159438570127115,24.48407683690557,25.030586292520212,214798000
2015-01-12,24.270811080932617,25.02170604470176,24.170840454682892,25.015041562276377,198603200
2015-01-13,24.486303329467773,25.05947250680508,24.195276317806265,24.75511483629627,268367600
2015-01-14,24.39299964904785,24.546287834288727,24.104192972327255,24.2241587444296,195826400
2015-01-15,23.730958938598633,24.450751641144272,23.695414477883954,24.437422680243017,240056000
2015-01-16,23.54657745361328,23.899810327675166,23.371072046303063,23.777622482416554,314053200
2015-01-20,24.15306282043457,24.208602423426765,23.659870874674425,23.95756233314418,199599600
2015-01-21,24.33745574951172,24.67291374557186,24.0530915462912,24.204159340685063,194303600
2015-01-22,24.970611572265625,24.986162596873307,24.375226823817112,24.495192597191203,215185600
2015-01-23,25.099462509155273,25.270523770445585,24.777331738637265,24.948394694862046,185859200
2015-01-26,25.12611961364746,25.40603972695871,25.059473097577246,25.268300881851875,222460000
2015-01-27,24.246366500854492,24.98837640334662,24.2219289424083,24.97504574741797,382274800
2015-01-28,25.617082595825195,26.24134880447562,25.617082595825195,26.13248997647666,585908400
2015-01-29,26.41463851928711,26.479064669460453,25.672628457751323,25.84146934458718,337745600
2015-01-30,26.028076171875,26.659005146780533,25.959205922690764,26.30355208381024,334982000
2015-02-02,26.354656219482422,26.474621985447392,25.788153190960248,26.225805607091413,250956400
2015-02-03,26.359098434448242,26.456846992487105,26.128053460560718,26.325774330486077,207662800
2015-02-04,26.561264038085938,26.77231558491817,26.283565972465485,26.32577662081883,280598800
2015-02-05,26.750843048095703,26.81552346177892,26.596948212034828,26.768684571272377,168984800
2015-02-06,26.52558135986328,26.819987810802562,26.418523695147247,26.768688956503997,174826400
2015-02-09,26.70177459716797,26.72853773231023,26.414058983023832,26.440823819789642,155559200
2015-02-10,27.214752197265625,27.24374786000545,26.799908323654723,26.802137450309015,248034000
2015-02-11,27.852636337280273,27.861557949851104,27.32181315149291,27.382031909316506,294247200
2015-02-12,28.205032348632812,28.432529214905024,28.00653114859303,28.11581792463633,297898000
2015-02-13,28.343313217163086,28.387919575872782,28.024372817680565,28.387919575872782,217088800
2015-02-17,28.510595321655273,28.744783005816736,28.307632435165495,28.434762454721298,252609600
2015-02-18,28.709091186523438,28.722472753990044,28.425835529907648,28.465981933931005,179566800
2015-02-19,28.64887046813965,28.778231291214368,28.622107333450753,28.65556125181187,149449600
2015-02-20,28.883060455322266,28.883060455322266,28.55966007295847,28.686788376316457,195793600
2015-02-23,29.663684844970703,29.663684844970703,28.918748012259847,28.999040829173126,283896400
2015-02-24,29.47856330871582,29.797505428827776,29.255528098629526,29.65030137339149,276912400
2015-02-25,28.724706649780273,29.351438523910552,28.581964234359486,29.34251520861996,298846800
2015-02-26,29.088247299194336,29.188612447930158,28.238483821586108,28.724698872604694,365150000
2015-02-27,28.651103973388672,29.121708392752836,28.602035955957554,28.994576692159352,248059200
2015-03-02,28.7916202545166,29.057032752517113,28.615423900475204,28.827306712100246,192386800
2015-03-03,28.851835250854492,28.887521701665655,28.568579577817705,28.762622527073855,151265200
2015-03-04,28.6689453125,28.896442186882158,28.61988069571888,28.79384789282073,126665200
2015-03-05,28.19387435913086,28.71577579762508,28.048901170119187,28.677860230204185,226068400
2015-03-06,28.236255645751953,28.854062393731382,28.160424495428032,28.637717980030118,291368400
2015-03-09,28.3566951751709,28.898672480540206,27.892781551054448,28.539583970998255,354114000
2015-03-10,27.770116806030273,28.3745420717025,27.611761997824523,28.19388408094818,275426400
2015-03-11,27.263824462890625,27.82810328991539,27.23483049725104,27.82364333428763,275756000
2015-03-12,27.756732940673828,27.857099812428256,27.127773677182876,27.2794376975379,193450800
2015-03-13,27.564918518066406,27.96861337203962,27.33965419967843,27.74557818039915,207309200
2015-03-16,27.86824607849121,27.86824607849121,27.40433418037639,27.629598495237378,143497200
